Country,Max Population,Mean Population,Median Population,Min Population,Region,Std Dev Population,Total Population,Year
Afghanistan,117.96904754638672,2.7778191339761547,0.7457921361197386,0.0,Balkh,11.87458756902026,600958.4133056591,2014
Afghanistan,114.8279800415039,2.826523150445997,0.7383247894681855,0.0,Balkh,11.946876214748256,611495.1282779666,2015
Afghanistan,123.25938415527344,2.7949521157016064,0.751018997929413,0.0,Balkh,12.043763816842262,604664.9935458867,2016
Afghanistan,123.03855895996094,2.8248725483158825,0.7527102208883322,0.0,Balkh,12.149994668961115,611138.0340291081,2017
Afghanistan,121.96897888183594,2.878131323383556,0.7433690578026879,0.0,Balkh,12.254031027543416,622660.1337107595,2018
Afghanistan,120.80412292480467,2.91730891492858,0.7331905461025123,0.0,Balkh,12.33023112767746,631135.8846925499,2019
Afghanistan,121.3192138671875,2.93636333081966,0.7399522433558047,0.0,Balkh,12.44653665382254,635258.1514738211,2020
Afghanistan,121.65249,2.967295,0.738984,0.0,Balkh,12.534197,641949.97044,2021
Afghanistan,121.985765,2.998227,0.738015,0.0,Balkh,12.621857,648641.789405,2022
Afghanistan,122.319041,3.029158,0.737046,0.0,Balkh,12.709517,655333.608371,2023
Afghanistan,5.522830486297607,0.749204279233336,0.3275915700460315,0.0235659647732973,Bamyan,1.0358922012966547,9334.433070816034,2012
Afghanistan,5.199879169464111,0.7879347897400738,0.3277905758774827,0.0256469678133726,Bamyan,1.104310806266763,9816.981513403194,2013
Afghanistan,6.753812789916992,0.8499973347142676,0.2963514879977144,0.0275593418627977,Bamyan,1.2747958784594025,10590.22679286014,2014
Afghanistan,12.862401008605955,1.079566801040451,0.2800450668290855,0.0277052149176597,Bamyan,1.973476870066612,13450.462482807823,2015
Afghanistan,9.56239414215088,0.990034935791119,0.3445296666306194,0.0297442190349102,Bamyan,1.6686124322221243,12334.973387189712,2016
Afghanistan,10.198720932006836,1.0402305129039626,0.3428147156041607,0.0307092629373073,Bamyan,1.798240162578332,12960.366578336849,2017
Afghanistan,12.32514190673828,1.0746300553949504,0.3411177494819848,0.0295719970017671,Bamyan,1.9180980562540837,13388.954929937565,2018
Afghanistan,13.459214210510254,1.1749946883619211,0.2810125570667992,0.030035251751542,Bamyan,2.164470320610937,14639.41088043732,2019
Afghanistan,13.363195419311523,1.178035215959294,0.3383859130785208,0.0305815879255533,Bamyan,2.169820257920001,14677.293207253028,2020
Afghanistan,14.343241,1.231639,0.339735,0.031459,Bamyan,2.311561,15345.150724,2021
Afghanistan,15.323287,1.285243,0.341084,0.032335,Bamyan,2.453302,16013.008241,2022
Afghanistan,16.303332,1.338847,0.342434,0.033212,Bamyan,2.595043,16680.865758,2023
Afghanistan,1.2000317573547363,0.297424237742626,0.2538378895361186,0.0505908466875553,Daykundi,0.1879920866283526,2752.6356601776884,2012
Afghanistan,1.1091293096542358,0.2786265293568887,0.2382410106757959,0.050147920846939,Daykundi,0.1693978956084388,2578.6644908307667,2013
Afghanistan,1.0608603954315186,0.266658429580257,0.2302683492807241,0.0573301762342453,Daykundi,0.1527113384716995,2467.900759939981,2014
Afghanistan,0.9801886677742004,0.2454289651446857,0.2128258521051564,0.0539035908877849,Daykundi,0.1400436696845051,2271.423898150407,2015
Afghanistan,1.3467599153518677,0.3201752338821341,0.2694349628070305,0.0658140406012535,Daykundi,0.2121394810545973,2963.194166617797,2016
Afghanistan,1.2918018102645874,0.3189550536386893,0.2697808858273284,0.0684050098061561,Daykundi,0.2056102604710286,2951.901503735168,2017
Afghanistan,1.111342191696167,0.2940489464759683,0.2536830446663525,0.0675326287746429,Daykundi,0.1742945807652952,2721.3976307063717,2018
Afghanistan,1.0982694625854492,0.2866533997910188,0.2538393261650252,0.0749039202928543,Daykundi,0.1633345439330831,2652.952484184329,2019
Afghanistan,1.1544685363769531,0.3082569688854391,0.2617067935618948,0.0716107264161109,Daykundi,0.1870441558150482,2852.891652315855,2020
Afghanistan,1.148773,0.309611,0.26269,0.074238,Daykundi,0.186926,2865.423651,2021
Afghanistan,1.143078,0.310965,0.263674,0.076866,Daykundi,0.186807,2877.95565,2022
Afghanistan,1.137382,0.312319,0.264658,0.079493,Daykundi,0.186689,2890.487649,2023
Afghanistan,6.19512939453125,0.94315646388197,0.2969247294791449,0.0064683137461543,Farah,1.2117227146508716,76282.98302094328,2012
Afghanistan,7.7491583824157715,1.021404014227861,0.3276438415547212,0.0065086693502962,Farah,1.3510128595648403,82611.68539753326,2013
Afghanistan,8.849746704101562,0.9806233992388248,0.3426217925842944,0.0070658302865922,Farah,1.3073022882944565,79313.32814725458,2014
Afghanistan,9.425430297851562,1.028261488639038,0.2824777300407833,0.0069968709722161,Farah,1.401104507890476,83166.32147766069,2015
Afghanistan,8.457048416137695,0.9735331337083564,0.4047595582897852,0.007932617329061,Farah,1.2546829150958032,78739.8638008952,2016
Afghanistan,8.897274017333984,1.0132917816134244,0.4062586919152628,0.0083972038701176,Farah,1.330239304102569,81955.56382440425,2017
Afghanistan,10.170531272888184,1.131810698856949,0.3445129883455887,0.0080051822587847,Farah,1.570175180152748,91541.43520202948,2018
Afghanistan,9.745304107666016,1.18061058682856,0.3432714123690669,0.0090279728174209,Farah,1.6133512705117563,95488.39540229183,2019
Afghanistan,10.353432655334473,1.2550519377510931,0.4049552094490855,0.0083645824342966,Farah,1.7898658184473435,101509.25039925268,2020
Afghanistan,10.873221,1.294039,0.418459,0.008602,Farah,1.862134,104662.533822,2021
Afghanistan,11.393008,1.333026,0.431963,0.008839,Farah,1.934402,107815.817244,2022
Afghanistan,11.912796,1.372013,0.445467,0.009076,Farah,2.006669,110969.100666,2023
Afghanistan,29.120067596435547,2.618527821261762,1.311682950954541,0.0406377948820591,Faryab,3.5215685653605866,140964.52260026336,2012
Afghanistan,28.8221435546875,2.8394970783826308,1.5646480256578197,0.0384781882166862,Faryab,3.729745826623412,152860.0715367527,2013
Afghanistan,30.592601776123047,2.880105354370087,1.5670003498916805,0.0334304980933666,Faryab,3.932516815009255,155046.15724174748,2014
Afghanistan,30.1763973236084,2.930327752905559,1.566493301423426,0.037489790469408,Faryab,4.04569896067167,157749.8048317821,2015
Afghanistan,28.724767684936523,3.004072638672628,1.6831841979843687,0.0400282964110374,Faryab,3.8273182118192905,161719.75028432143,2016
Afghanistan,29.89841651916504,3.1507484076144268,1.8075476248105955,0.041169811040163,Faryab,3.98153494652695,169615.82057924932,2017
Afghanistan,31.824092864990234,3.231538582550438,1.8133248868661855,0.0381942391395568,Faryab,4.400276588308443,173965.03862007917,2018
Afghanistan,32.015953063964844,3.3686605718477765,1.872501054623432,0.0363772325217723,Faryab,4.56912427053122,181346.7954997841,2019
Afghanistan,33.780120849609375,3.4671905084593324,1.8739429231477476,0.0410501025617122,Faryab,4.718062684182315,186651.00703555823,2020
Afghanistan,34.362628,3.573273,1.944225,0.041102,Faryab,4.867624,192361.81759,2021
Afghanistan,34.945134,3.679356,2.014508,0.041153,Faryab,5.017186,198072.628144,2022
Afghanistan,35.527641,3.785439,2.08479,0.041205,Faryab,5.166748,203783.438699,2023
Afghanistan,26.944032669067383,1.4641119400115226,0.9350688078134278,0.0345277041196823,Ghazni,2.334868929928932,207695.38871653215,2012
Afghanistan,26.351036071777344,1.432014328643952,0.9350168287012092,0.0277118273079395,Ghazni,2.224856803033006,203142.0989798149,2013
Afghanistan,26.290224075317383,1.3816359162568843,0.9347716702940714,0.0245994292199611,Ghazni,2.229258241056218,195995.5388994624,2014
Afghanistan,23.055879592895508,1.346419433918985,0.9379466330452232,0.029785506427288,Ghazni,2.181009698508721,190999.8136488772,2015
Afghanistan,21.707822799682617,1.2474318688997008,0.8144191863925098,0.0296307541429996,Ghazni,2.0232691693460207,176957.67640995717,2016
Afghanistan,22.05501937866211,1.2008473922594105,0.8153887450334333,0.0288020838052034,Ghazni,2.0152987721148854,170349.3149045622,2017
Afghanistan,19.749446868896484,1.1863592313786229,0.8145622217468453,0.0258083343505859,Ghazni,1.903372205863553,168294.0593440487,2018
Afghanistan,18.618562698364254,1.153270390598756,0.6853343165779132,0.0249870233237743,Ghazni,1.862516407637017,163600.15619351517,2019
Afghanistan,19.977880477905277,1.1203458073584296,0.6880875841604419,0.0250304099172353,Ghazni,1.8906349075830664,158929.55422139025,2020
Afghanistan,19.107111,1.077375,0.657215,0.023843,Ghazni,1.835106,152833.824909,2021
Afghanistan,18.236342,1.034404,0.626342,0.022656,Ghazni,1.779576,146738.095598,2022
Afghanistan,17.365573,0.991434,0.59547,0.021469,Ghazni,1.724047,140642.366286,2023
Afghanistan,1.9976807832717896,0.3744326093397079,0.3239590914100988,0.0327267684042453,Ghor,0.2185018564617529,4356.897842276841,2012
Afghanistan,1.8358573913574217,0.3800877238456999,0.324311318252817,0.0417061373591423,Ghor,0.213940453205093,4422.700754668564,2013
Afghanistan,1.562811017036438,0.4089733972555124,0.3089977453375076,0.0390515215694904,Ghor,0.2839449410325209,4758.814450465143,2014
Afghanistan,1.6504225730895996,0.4052240826418747,0.2692803077075792,0.0415506660938262,Ghor,0.2908618327453273,4715.187425620854,2015
Afghanistan,2.1098852157592773,0.5337471055806877,0.382381315355177,0.0462502464652061,Ghor,0.4207223102837034,6210.681320536882,2016
Afghanistan,2.3273496627807617,0.5457933102534291,0.3826926594997549,0.0465284064412117,Ghor,0.4441251180195772,6350.850958108902,2017
Afghanistan,1.8961774110794067,0.4809656465018213,0.3475043900085218,0.0429754182696342,Ghor,0.3692078049231527,5596.516262695193,2018
Afghanistan,1.770594358444214,0.4477662755126481,0.3397166722301227,0.0483679920434951,Ghor,0.3120882560623451,5210.208381865174,2019
Afghanistan,2.12745213508606,0.5127433198550572,0.3669556546956301,0.0483581721782684,Ghor,0.4025854472706437,5966.281269833446,2020
Afghanistan,2.143674,0.530032,0.37233,0.050312,Ghor,0.425596,6167.454198,2021
Afghanistan,2.159895,0.547321,0.377705,0.052266,Ghor,0.448606,6368.627127,2022
Afghanistan,2.176116,0.56461,0.383079,0.05422,Ghor,0.471617,6569.800055,2023
Afghanistan,16.727758407592773,0.9727205192660044,0.4303524036144701,0.0035906070843338,Hilmand,1.4812456356006272,99304.6601674295,2012
Afghanistan,17.00416374206543,1.032808765321258,0.4312245172838125,0.0038873571902513,Hilmand,1.5783992218238976,105439.04587883248,2013
Afghanistan,19.51189422607422,1.036068695433077,0.4389935788350463,0.0029543805867433,Hilmand,1.62854094918693,105771.8508783281,2014
Afghanistan,19.961130142211918,1.0893911795591131,0.432888276199988,0.0026077216025441,Hilmand,1.7884076909725335,111215.52258108484,2015
Afghanistan,17.185102462768555,1.0832700292004014,0.5561404222911842,0.0038144304417073,Hilmand,1.6060882438288175,110590.61671741058,2016
Afghanistan,17.61453628540039,1.118577272971606,0.5542431869900588,0.0037060969043523,Hilmand,1.6976517518838017,114195.11952649467,2017
Afghanistan,18.39326858520508,1.1384759880894733,0.5537615050177203,0.003372025443241,Hilmand,1.7495612507657292,116226.57162749424,2018
Afghanistan,19.48949432373047,1.1405858303681835,0.4349059975751938,0.0032086640130728,Hilmand,1.806401890449221,116441.96460661254,2019
Afghanistan,19.07820701599121,1.1913029764938896,0.5534186208954232,0.0033061360009014,Hilmand,1.8488218535924212,121619.65836439971,2020
Afghanistan,19.372013,1.218626,0.568802,0.003271,Hilmand,1.894769,124409.033139,2021
Afghanistan,19.665819,1.245949,0.584185,0.003235,Hilmand,1.940716,127198.407914,2022
Afghanistan,19.959625,1.273271,0.599568,0.003199,Hilmand,1.986663,129987.782688,2023
Afghanistan,33.279685974121094,3.810744963541485,1.3694712700470943,0.0089158667251467,Hirat,5.69219281803849,534991.3223010714,2012
Afghanistan,32.362518310546875,4.015995230573673,1.3646462491253994,0.0086606182157993,Hirat,5.891794859650089,563806.4523642886,2013
Afghanistan,35.263206481933594,4.185113926749788,1.3846689045880618,0.0099416067823767,Hirat,6.345447132127738,587549.0632602456,2014
Afghanistan,39.04582214355469,4.296596374354847,1.3717421149639473,0.01031587831676,Hirat,6.615012687162069,603200.1085619396,2015
Afghanistan,36.40470886230469,4.362539699695788,1.6184203866586135,0.0114501798525452,Hirat,6.367190576816437,612457.9064882258,2016
Afghanistan,36.30584335327149,4.568532775770536,1.6219541089419494,0.0121299345046281,Hirat,6.545806073975866,641377.3196760548,2017
Afghanistan,41.97273635864258,4.780255389594184,1.6232128064732076,0.0120996311306953,Hirat,7.216409132367005,671101.1039267033,2018
Afghanistan,40.09383773803711,4.993693978032515,1.6296067492838806,0.012628992088139,Hirat,7.381815579000084,701065.7942303487,2019
Afghanistan,44.1042366027832,5.226216869474058,1.61790363396677,0.0132945515215396,Hirat,7.794961437430181,733709.7340236775,2020
Afghanistan,45.457305,5.403151,1.648958,0.013842,Hirat,8.057808,758549.535489,2021
Afghanistan,46.810374,5.580085,1.680012,0.014389,Hirat,8.320654,783389.336954,2022
Afghanistan,48.163443,5.757019,1.711066,0.014937,Hirat,8.5835,808229.13842,2023
Afghanistan,19.70583152770996,1.7532154667902304,0.682751441228846,0.0301769729703664,Jawzjan,2.81483021933701,136180.57136022576,2012
Afghanistan,18.519140243530277,1.833354405727687,0.8145720477621682,0.0341375656425952,Jawzjan,2.7878914695382195,142405.3433288904,2013
Afghanistan,18.346540451049805,1.8584865642954425,0.8079876102819815,0.0339703187346458,Jawzjan,2.8849309459417927,144357.47743796176,2014
Afghanistan,17.334041595458984,1.8853867486314937,0.8098120927063783,0.0379122979938983,Jawzjan,2.867010933208707,146446.94250484576,2015
Afghanistan,15.656065940856934,1.7696874133295872,0.7799624015908223,0.039946150034666,Jawzjan,2.568278019148049,137460.02567353472,2016
Afghanistan,16.047679901123047,1.7952073417412835,0.8078607010819757,0.0325967408716678,Jawzjan,2.668889508554681,139442.27970791157,2017
Afghanistan,17.365358352661133,1.9042964678657917,0.8077484299224242,0.0379063561558723,Jawzjan,2.891844812355242,147915.75020040106,2018
Afghanistan,17.700496673583984,1.9534961829577864,0.80947046823736,0.0380132123827934,Jawzjan,3.0222778019350764,151737.32572200798,2019
Afghanistan,16.955921173095703,1.9527313037113267,0.8086167546524893,0.0417331792414188,Jawzjan,2.954406371479456,151677.91391850892,2020
Afghanistan,16.612182,1.977671,0.82435,0.043178,Jawzjan,2.971853,153615.081738,2021
Afghanistan,16.268444,2.00261,0.840083,0.044622,Jawzjan,2.9893,155552.249558,2022
Afghanistan,15.924705,2.02755,0.855816,0.046067,Jawzjan,3.006747,157489.417378,2023
Afghanistan,134.0248260498047,25.152538435063025,4.488311820888372,0.0786380320787429,Kabul,37.79317761621263,3003666.6239376017,2012
Afghanistan,124.78324127197266,25.81532244116082,4.743067693835757,0.0736894309520721,Kabul,38.29091956282437,3082814.985171012,2013
Afghanistan,125.1086883544922,26.561065043563776,4.742190603895667,0.074370339512825,Kabul,39.31820273952991,3171870.0986606143,2014
Afghanistan,130.50965881347656,27.227440670456872,4.480238083323778,0.0743244662880897,Kabul,40.31931526135291,3251447.364178836,2015
Afghanistan,140.80636596679688,27.712550253297103,4.481865347194354,0.08070008456707,Kabul,40.94452090786832,3309378.195561575,2016
Afghanistan,143.20437622070312,28.49831995402912,5.475776411743902,0.0946400314569473,Kabul,41.94061603208522,3403213.2663351893,2017
Afghanistan,141.6961212158203,29.36965645850685,5.453822160226664,0.0846352130174636,Kabul,43.33310049288591,3507266.556362958,2018
Afghanistan,138.59637451171875,30.166690809819475,5.48122950390829,0.0825717523694038,Kabul,44.11642746777884,3602446.8295330084,2019
Afghanistan,146.8199462890625,30.947848158671285,5.475617732527742,0.078436940908432,Kabul,45.55900909056957,3695731.102325091,2020
Afghanistan,148.419336,31.672262,5.599031,0.078412,Kabul,46.529738,3782239.162124,2021
Afghanistan,150.018726,32.396676,5.722444,0.078387,Kabul,47.500467,3868747.221922,2022
Afghanistan,151.618116,33.121089,5.845857,0.078362,Kabul,48.471196,3955255.28172,2023
Afghanistan,32.672828674316406,2.013695116259496,0.0996029322587749,0.0027717282064259,Kandahar,4.993184431943534,375606.6689859778,2012
Afghanistan,33.99831008911133,2.135455892277332,0.098250272656817,0.0026034140028059,Kandahar,5.209004765163936,398318.2299983319,2013
Afghanistan,34.517452239990234,2.1920747131887044,0.0958424322618089,0.0031976606696844,Kandahar,5.3765125612216,408879.1170724076,2014
Afghanistan,37.2904167175293,2.210132288848129,0.0944627538308272,0.002678227610886,Kandahar,5.30757869172203,412247.325987766,2015
Afghanistan,33.78184509277344,2.13514134776414,0.1064927387681608,0.0044706868939101,Kandahar,4.939498975166558,398259.5592413272,2016
Afghanistan,34.06169509887695,2.216401795494396,0.1076888445294159,0.0045426958240568,Kandahar,5.16959841312334,413416.7525253662,2017
Afghanistan,38.38697052001953,2.3721268695052373,0.1062764584694587,0.0039556021802127,Kandahar,5.6274462826367895,442463.5411154168,2018
Afghanistan,36.79032516479492,2.4456690717943395,0.1047531427487643,0.0040782853029668,Kandahar,5.785781187014922,456181.08028441126,2019
Afghanistan,38.7583122253418,2.538537818143914,0.1094971560907354,0.0039980267174541,Kandahar,6.026230848845906,473503.5240782177,2020
Afghanistan,39.518998,2.604143,0.110734,0.004151,Kandahar,6.155362,485740.630965,2021
Afghanistan,40.279683,2.669748,0.111971,0.004305,Kandahar,6.284492,497977.737851,2022
Afghanistan,41.040369,2.735354,0.113207,0.004458,Kandahar,6.413623,510214.844738,2023
Afghanistan,23.405303955078125,3.8670574845859966,2.562732420093436,0.2740624845027923,Kapisa,3.603233691020497,150742.3895688305,2012
Afghanistan,23.953828811645508,3.989316662757402,2.8139872969047,0.2337136566638946,Kapisa,3.604919976773212,155508.1942504881,2013
Afghanistan,27.61444664001465,4.073271351633462,2.6865111736433582,0.2806951403617859,Kapisa,3.796249296180548,158780.84547616282,2014
Afghanistan,25.048784255981445,4.073733432077427,2.687333931536431,0.3069986999034881,Kapisa,3.760613430274173,158798.85790824433,2015
Afghanistan,24.43730926513672,4.019432523088392,2.6859572650689,0.3501964509487152,Kapisa,3.6777398153148617,156682.14544420838,2016
Afghanistan,26.12065887451172,4.138846707969333,2.6855025709619187,0.3376375436782837,Kapisa,3.880149622642664,161337.0489849801,2017
Afghanistan,26.66769218444824,4.204518120597778,2.8145580230043192,0.3336225152015686,Kapisa,4.004207465163294,163896.99687958253,2018
Afghanistan,28.08291244506836,4.338496646192783,2.8156328258514405,0.3325477242469787,Kapisa,4.193088931847382,169119.63532744668,2019
Afghanistan,28.031288146972656,4.362282728721627,2.809789099198221,0.3300308585166931,Kapisa,4.25227400135034,170046.84443493251,2020
Afghanistan,28.609536,4.424186,2.840671,0.337027,Kapisa,4.333404,172459.901293,2021
Afghanistan,29.187784,4.486089,2.871553,0.344023,Kapisa,4.414534,174872.958151,2022
Afghanistan,29.766032,4.547992,2.902435,0.351019,Kapisa,4.495664,177286.01501,2023
Afghanistan,10.27227783203125,1.5064965760072069,1.0318425350802614,0.2105934172868728,Khost,1.39103655851119,287152.30211385334,2012
Afghanistan,10.865861892700195,1.613955432278444,1.0945496791639142,0.1361085772514343,Khost,1.4837556045082352,307634.9626470691,2013
Afghanistan,11.771661758422852,1.6700327794036984,1.1551560407963195,0.1747752130031585,Khost,1.5222160218527006,318323.8281778046,2014
Afghanistan,13.132116317749023,1.7637141355493675,1.2195416914897257,0.1938983350992202,Khost,1.7171158431804687,336180.36865111534,2015
Afghanistan,11.584332466125488,1.8123970381439785,1.2815901924355153,0.1995966583490371,Khost,1.670850199988306,345459.7840684924,2016
Afghanistan,12.87471866607666,1.9051923547079517,1.3436292720968184,0.2187621593475341,Khost,1.7663308537287448,363147.43713130365,2017
Afghanistan,14.296941757202148,2.0401538884474637,1.4073467482213582,0.2267151325941085,Khost,1.9491310364384136,388872.36457377527,2018
Afghanistan,14.29522705078125,2.147135770478628,1.4683932489480966,0.2166604399681091,Khost,2.015145967088144,409264.10936694406,2019
Afghanistan,17.16632843017578,2.2614780729038,1.5640176797719574,0.2458924502134323,Khost,2.210969163279735,431058.8189556034,2020
Afghanistan,18.028085,2.355851,1.63054,0.250305,Khost,2.313461,449047.133561,2021
Afghanistan,18.889841,2.450223,1.697061,0.254717,Khost,2.415952,467035.448166,2022
Afghanistan,19.751597,2.544596,1.763583,0.25913,Khost,2.518444,485023.762771,2023
Afghanistan,10.681711196899414,1.082819891349258,0.654312407865267,0.1004073619842529,Kunar,1.157798713002941,121297.87913972775,2012
Afghanistan,10.23093318939209,1.123691525826637,0.6581132461973913,0.0642528012394905,Kunar,1.1886771274858985,125876.33454000928,2013
Afghanistan,18.42686653137207,1.1505894654504747,0.6791432223512096,0.0787711068987846,Kunar,1.4173336450323488,128889.45154650835,2014
Afghanistan,20.94764518737793,1.1849404877650782,0.6759241053575382,0.0780982971191406,Kunar,1.4868372363872473,132737.46559421017,2015
Afghanistan,20.21365165710449,1.209230772352929,0.686245780270592,0.1117528453469276,Kunar,1.4388580249597511,135458.47213255093,2016
Afghanistan,23.238117218017575,1.2516995345411686,0.8087445813316222,0.1152297854423523,Kunar,1.553485600111726,140215.8383614849,2017
Afghanistan,23.33417510986328,1.26554106127201,0.8130035596250202,0.103030227124691,Kunar,1.5724104537116128,141766.37123395997,2018
Afghanistan,27.05610466003418,1.3209970484059503,0.8120832276178739,0.1060556694865226,Kunar,1.7091393282729384,147978.5711378287,2019
Afghanistan,26.590238571166992,1.3425660772007553,0.8103669354483403,0.109605886042118,Kunar,1.728623587073557,150394.7416097744,2020
Afghanistan,28.578804,1.375034,0.829874,0.110756,Kunar,1.799977,154031.849419,2021
Afghanistan,30.56737,1.407503,0.849381,0.111906,Kunar,1.87133,157668.957227,2022
Afghanistan,32.555936,1.439971,0.868887,0.113055,Kunar,1.942683,161306.065036,2023
Afghanistan,46.271366119384766,2.407893644390803,1.622137025101295,0.0886427462100982,Kunduz,4.24817697446029,452961.1584253005,2012
Afghanistan,42.72971725463867,2.4337070840154698,1.6177760278680255,0.1090326756238937,Kunduz,4.023087664295908,457817.0562522532,2013
Afghanistan,42.30399703979492,2.4587466034045207,1.3747946524934522,0.0905973687767982,Kunduz,4.074444373876224,462527.36799517344,2014
Afghanistan,43.578712463378906,2.4760307487867896,1.3673615105443335,0.0909971669316291,Kunduz,4.089380438573202,465778.7767660641,2015
Afghanistan,39.72602462768555,2.3729950563459266,1.3702978933315235,0.1035488545894622,Kunduz,3.7654091671294383,446396.2069769511,2016
Afghanistan,39.88645553588867,2.387140224355653,1.3704549158608317,0.1084398850798606,Kunduz,3.888781930296378,449057.1266993532,2017
Afghanistan,42.77051544189453,2.4204064743358464,1.3688375240980022,0.1018816083669662,Kunduz,4.16247081771097,455315.01070623024,2018
Afghanistan,41.443660736083984,2.4434575314774434,1.3658463553538231,0.1036149784922599,Kunduz,4.127281261127392,459651.2626707256,2019
Afghanistan,42.29173278808594,2.445940691542757,1.3657654125905072,0.1056282147765159,Kunduz,4.210421101002533,460118.38257959706,2020
Afghanistan,41.794279,2.450697,1.333719,0.107751,Kunduz,4.205702,461013.035599,2021
Afghanistan,41.296824,2.455452,1.301673,0.109875,Kunduz,4.200982,461907.688618,2022
