system:index,Country,Mean_PDSI,Region,StdDev_PDSI,Year,.geo
4_000000000000000000de,United Republic of Tanzania,-1.194020943175161,Njombe,1.2601746570237742,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000e0,United Republic of Tanzania,-0.7708333333333334,Rukwa,0.8589095961999985,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000e2,United Republic of Tanzania,4.538514418670238,Shinyanga,0.6473042236538501,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000e3,United Republic of Tanzania,5.456547434972338,Simiyu,0.15762714934842567,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000ca,United Republic of Tanzania,-2.205187340589862,Dar-es-salaam,0.12603835827681997,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000cb,United Republic of Tanzania,5.854415618448637,Dodoma,0.42539596659473083,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000cf,United Republic of Tanzania,-2.4416666666666664,Kaskazini Pemba,0.0,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000d0,United Republic of Tanzania,-2.833333333333333,Kaskazini Unguja,0.0,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000d2,United Republic of Tanzania,0.78856370046195,Kigoma,0.9485092432762579,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000d3,United Republic of Tanzania,1.3816031652348784,Kilimanjaro,0.6381510491685678,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000d4,United Republic of Tanzania,-2.4416666666666664,Kusini Pemba,0.0,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000d5,United Republic of Tanzania,-2.973374864572048,Kusini Unguja,0.028577380332447472,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000d6,United Republic of Tanzania,2.970833333333333,Lindi,0.8125,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000d8,United Republic of Tanzania,4.650025630106309,Mara,0.2645683688732372,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000d9,United Republic of Tanzania,-3.2299856821435884,Mbeya,0.38686018465219973,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000da,United Republic of Tanzania,-2.8905499153976315,Mjini Magharibi,0.05801832937280955,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000db,United Republic of Tanzania,-0.17727272727272733,Morogoro,1.1153887469994335,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000dc,United Republic of Tanzania,,Mtwara,,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000df,United Republic of Tanzania,-2.0792188503532434,Pwani,0.2543985241461822,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000e1,United Republic of Tanzania,-3.2141747392938433,Ruvuma,0.5896986047502952,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000e4,United Republic of Tanzania,4.984398412165941,Singida,0.3391514964858202,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000e5,United Republic of Tanzania,3.561336293998777,Tabora,0.6842455438552191,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000e6,United Republic of Tanzania,-1.1282051282051282,Tanga,0.6661980601580264,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000c9,United Republic of Tanzania,0.5265330981182796,Arusha,0.478007118728953,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000d7,United Republic of Tanzania,0.37015483260940224,Manyara,0.7234516562195352,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000cc,United Republic of Tanzania,-4.40651692074819,Geita,0.8938164764958662,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000cd,United Republic of Tanzania,-1.1479558340793794,Iringa,0.44322701208338217,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000ce,United Republic of Tanzania,-3.283405075914845,Kagera,2.4806481775550924,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000d1,United Republic of Tanzania,-6.1925,Katavi,0.927747047062581,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000dd,United Republic of Tanzania,-2.3428778944185242,Mwanza,0.8225272147876924,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000de,United Republic of Tanzania,-0.7596386203866432,Njombe,0.3470354376029818,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000e0,United Republic of Tanzania,-1.8624999999999998,Rukwa,0.4566446162559635,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000e2,United Republic of Tanzania,-3.5539260617170787,Shinyanga,0.7192724618591748,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000e3,United Republic of Tanzania,-1.0329545064082741,Simiyu,0.7445970802338407,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000ca,United Republic of Tanzania,-1.4826103746811796,Dar-es-salaam,0.13857425334982326,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000cb,United Republic of Tanzania,0.14603314989517815,Dodoma,0.8523814225487162,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000cf,United Republic of Tanzania,-1.2750000000000001,Kaskazini Pemba,0.0,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000d0,United Republic of Tanzania,-1.4583333333333335,Kaskazini Unguja,0.0,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000d2,United Republic of Tanzania,-6.614834062727936,Kigoma,0.8461187565072564,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000d3,United Republic of Tanzania,0.9318682099372637,Kilimanjaro,0.40696926136497014,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000d4,United Republic of Tanzania,-1.2750000000000001,Kusini Pemba,0.0,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000d5,United Republic of Tanzania,-1.4341097869266883,Kusini Unguja,0.008164965809238738,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
